Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
great_war_take_from_sphere_setup;Take $THIRD$ from $RECIPIENT$'s sphere of influence;Prendre $THIRD$ ?la sphère d'influence de $RECIPIENT$;$THIRD$ aus Einflusssphäre von $RECIPIENT$ entfernen;;;;;;;;;;;
add_to_sphere_AI;Add to Sphere;ajouter ?la sphère;In Einflusssphäre aufnehmen;;;;;;;;;;;
add_to_sphere_AI_desc;Add country to our §YSphere of Influence§W;Ajouter un pays ?notre §Ysphère d'influence§W;Fügen Sie das Land Ihrer §YEinflusssphäre§W hinzu.;;;;;;;;;;;
add_to_sphere_AI_short;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;
add_to_sphere_AI_setup;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;
unification_add_to_sphere;Unification Add to Sphere;ajouter ?la sphère;In Einflusssphäre aufnehmen;;;;;;;;;;;
unification_add_to_sphere_desc;Add country §Yof our culture group§W to our §YSphere of Influence§W;Ajouter un pays ?notre §Ysphère d'influence§W;Fügen Sie das Land Ihrer §YEinflusssphäre§W hinzu.;;;;;;;;;;;
unification_add_to_sphere_short;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;
unification_add_to_sphere_setup;Add $RECIPIENT$ to Sphere of Influence;ajouter $RECIPIENT$ ?la sphère d'influence;$RECIPIENT$ in Einflusssphäre aufnehmen;;;;;;;;;;;
take_from_sphere_AI;Take from sphere of influence;Prendre ?la sphère d'influence;Aus Einflusssphäre entfernen;;;;;;;;;;;
take_from_sphere_AI_desc;Remove a country from someone's §YSphere of Influence§W and add it to our own;Supprimer un pays de la §Ysphère d'influence§W de quelqu'un et l'ajouter ?la nôtre;Entfernen Sie ein Land aus einer anderen §YEinflusssphäre§W und fügen Sie es Ihrer eigenen hinzu.;;;;;;;;;;;
take_from_sphere_AI_short;Take $THIRD$ from sphere of influence;Prendre $THIRD$ ?la sphère d'influence;$THIRD$ aus Einflusssphäre entfernen;;;;;;;;;;;
take_from_sphere_AI_setup;Take $THIRD$ from $RECIPIENT$'s sphere of influence;Prendre $THIRD$ ?la sphère d'influence de $RECIPIENT$;$THIRD$ aus Einflusssphäre von $RECIPIENT$ entfernen;;;;;;;;;;;
free_peoples_AI;Free people;Peuple libre;Freies Volk;;;;;;;;;;;
free_peoples_AI_desc;Liberate a §Ycountry§W from its oppressors;Libérer un §Ypays§W de ses oppresseurs;Befreien Sie ein §YLand§W von seinen Unterdrückern.;;;;;;;;;;;
free_peoples_AI_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
free_peoples_AI_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ ?$RECIPIENT$ pour le rendre ?$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
free_allied_cores;Free Allied Cores;Peuple libre;Freies Volk;;;;;;;;;;;
free_allied_cores_desc;Liberate cores belonging to an §Yallied country§W in your sphere;Libérer un §Ypays§W de ses oppresseurs;Befreien Sie ein §YLand§W von seinen Unterdrückern.;;;;;;;;;;;
free_allied_cores_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
free_allied_cores_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ ?$RECIPIENT$ pour le rendre ?$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
release_puppet_AI;Release Puppet;Libérer un État fantoche;Marionettenstaat entlassen;;;;;;;;;;;
release_puppet_AI_short;$THIRD$ is released;$THIRD$ est libér?$THIRD$ wurde entlassen;;;;;;;;;;;;
release_puppet_AI_setup;Release $THIRD$ from $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$;Entlassen Sie $THIRD$ aus $RECIPIENT$;;;;;;;;;;;
release_puppet_AI_desc;Release a §Ycountry§W from its sovereign nation;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;;;;;;;;;;
demand_concession_NI_casus_belli;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_NI_casus_belli_desc;Force an §Yuncivilized country§W to secede territory to form a colonial concession.;Obligez un §Ypays non civilisé§W ?faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_NI_casus_belli_setup;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez ?ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_NI_casus_belli_short;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_BC_casus_belli;Demand Concession;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_BC_casus_belli_desc;Force an §Yuncivilized country§W to secede territory to form a colonial concession.;Obligez un §Ypays non civilisé§W ?faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_BC_casus_belli_setup;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez ?ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_BC_casus_belli_short;Demand $STATE$;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
establish_protectorate_NI_casus_belli;Establish Protectorate;Établir un protectorat;Protektorat gründen;;;;;;;;;;;
establish_protectorate_NI_casus_belli_desc;Annex an §Yuncivilized country§W by forcing them to become a protectorate of ours.;Annexez un §Ypays non civilisé§W en l'obligeant ?devenir l'un de nos protectorats.;Annektieren Sie ein §Yunzivilisiertes Land§W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_NI_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;;;;;;;;;;
establish_protectorate_NI_casus_belli_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_BC_casus_belli;Establish Protectorate;Établir un protectorat;Protektorat gründen;;;;;;;;;;;
establish_protectorate_BC_casus_belli_desc;Annex an §Yuncivilized country§W by forcing them to become a protectorate of ours.;Annexez un §Ypays non civilisé§W en l'obligeant ?devenir l'un de nos protectorats.;Annektieren Sie ein §Yunzivilisiertes Land§W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_BC_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;;;;;;;;;;
establish_protectorate_BC_casus_belli_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
unification_humiliate;Assert Hegemony;Imposer l'hégémonie;Vorherrschaft durchsetzen;;;;;;;;;;;
unification_humiliate_desc;Remove a country from someone's §YSphere of Influence§W and add it to our own;Supprimer un pays de la §Ysphère d'influence§W de quelqu'un et l'ajouter ?la nôtre;Entfernen Sie ein Land aus einer anderen §YEinflusssphäre§W und fügen Sie es Ihrer eigenen hinzu.;;;;;;;;;;;
unification_humiliate_setup;Take $THIRD$ from $RECIPIENT$'s sphere of influence;Prendre $THIRD$ ?la sphère d'influence de $RECIPIENT$;$THIRD$ aus Einflusssphäre von $RECIPIENT$ entfernen;;;;;;;;;;;
unification_humiliate_short;Take $THIRD$ from sphere of influence;Prendre $THIRD$ ?la sphère d'influence;$THIRD$ aus Einflusssphäre entfernen;;;;;;;;;;;
annex_africa;Scramble for Africa - Demand State;;;;;;;;;;;;;
annex_africa_desc;Force an §Yuncivilized country§W to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_setup;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_short;Demand $STATE$;;;;;;;;;;;;;
annex_africa_full;Scramble for Africa - Annex;;;;;;;;;;;;;
annex_africa_full_desc;Force an §Yuncivilized country§W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full_setup;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;
restore_austrian_empire;Acquire Austrian Core;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;
restore_austrian_empire_desc;Acquire an enemy §Ystate§W where Austria has §Ytraditionally ruled§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;
restore_austrian_empire_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
restore_austrian_empire_setup;Acquire core $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
free_balkans;Free Balkans;Peuple libre;Freies Volk;;;;;;;;;;;
free_balkans_desc;Liberate an §Yentire country in the Balkans§W from its oppressor;Libérer un §Ypays§W de ses oppresseurs;Befreien Sie ein §YLand§W von seinen Unterdrückern.;;;;;;;;;;;
free_balkans_short;Liberate $THIRD$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
free_balkans_setup;Free $THIRD$ from control of $RECIPIENT$;Prendre $STATE$ ?$RECIPIENT$ pour le rendre ?$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
monroe_doctrine;Monroe Doctrine;Peuple libre;Freies Volk;;;;;;;;;;;
monroe_doctrine_desc;Drive out a §YEuropean colonial power§W from the Americas;Libérer un §Ypays§W de ses oppresseurs;Befreien Sie ein §YLand§W von seinen Unterdrückern.;;;;;;;;;;;
monroe_doctrine_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
monroe_doctrine_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ ?$RECIPIENT$ pour le rendre ?$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
oriental_crisis;Oriental Crisis;Peuple libre;Freies Volk;;;;;;;;;;;
oriental_crisis_desc;Liberate §YOttoman territory§W from Egyptian control;Libérer un §Ypays§W de ses oppresseurs;Befreien Sie ein §YLand§W von seinen Unterdrückern.;;;;;;;;;;;
oriental_crisis_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;;;;;;;;;;
oriental_crisis_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ ?$RECIPIENT$ pour le rendre ?$THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;;;;;;;;;;
restore_america;Acquire American Core;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;
restore_america_desc;Acquire an enemy §Ystate§W with the goal of §Yrestoring the United States§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;
restore_america_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
restore_america_setup;Acquire core $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
claim_holy_land;Claim the Levant;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;
claim_holy_land_desc;Acquire a state in the §YLevant§W now that it has been abandoned by the §YOttoman Empire§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;
claim_holy_land_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
claim_holy_land_setup;Acquire $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
restore_british_raj;Claim the British Raj;Réduire;Größe reduzieren;;;;;;;;;;;
restore_british_raj_desc;Puppet an enemy §Ynation§W that rightfully belongs within the §YBritish Raj§W;Obliger un autre §Ypays§W ?se désarmer et ?nous verser des compensations;Zwischen Sie ein anderes §YLand§W zur Abrüstung und zu Reparationszahlungen an uns.;;;;;;;;;;;
restore_british_raj_short;$RECIPIENT$ becomes a puppet of $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;
restore_british_raj_setup;$RECIPIENT$ becomes a puppet of $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;
great_game_cb;The Great Game;Réduire;Größe reduzieren;;;;;;;;;;;
great_game_cb_desc;The Great Game between Russia and the British Empire demands that all §Yuncivilized nations§W in Central Asia be turned into §Ypuppets§W to prevent the other from doing the same.;Obliger un autre §Ypays§W ?se désarmer et ?nous verser des compensations;Zwischen Sie ein anderes §YLand§W zur Abrüstung und zu Reparationszahlungen an uns.;;;;;;;;;;;
great_game_cb_short;$RECIPIENT$ becomes a puppet of $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;
great_game_cb_setup;$RECIPIENT$ becomes a puppet of $ACTOR$;$RECIPIENT$ devient satellite de $ACTOR$;$RECIPIENT$ wird eine Marionette von $ACTOR$;;;;;;;;;;;
china_acquire_state;Chinese Reunification;Prendre État;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
china_acquire_state_setup;Acquire $STATE$ from $RECIPIENT$;Prendre $STATE$ de $RECIPIENT$;$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
china_acquire_state_desc;Acquire a Chinese §Ystate§W;Prendre un §YÉtat§W ennemi;Erobern Sie einen feindlichen §YStaat§W.;;;;;;;;;;;
unification_GP_humiliate;Unification Humiliate;Humilier;Erniedrigen;;Humillar;;;;;;;;;
unification_GP_humiliate_short;Humiliate $RECIPIENT$;Humilier $RECIPIENT$;$RECIPIENT$ erniedrigen;;Humillar a $RECIPIENT$;;;;;;;;;
unification_GP_humiliate_setup;Humiliate $RECIPIENT$;Humilier $RECIPIENT$;$RECIPIENT$ erniedrigen;;Humillar a $RECIPIENT$;;;;;;;;;
unification_GP_humiliate_desc;Show our military might by humiliating an enemy §Ygreater power of our culture group§W, thus increasing our §Yprestige§W while lowering theirs;Afficher notre puissance militaire en humiliant un §Ypays§W ennemi et en augmentant notre §Yprestige§W tout en réduisant le leur;Zeigen Sie unsere Militärmacht durch Erniedrigung eines feindlichen §YLandes§W, wodurch Sie unser §YPrestige§W steigern und ihres verringern.;;Demostrar nuestro poder militar humillando a un §Ypaís§W enemigo, para aumentar nuestro §Yprestigio§W y reducir el suyo;;;;;;;;;
colonial_reconquest_cb;Colonial Reconquest;;;;;;;;;;;;;
colonial_reconquest_cb_desc;Force the §Yrebellious colony§W back into the fold;;;;;;;;;;;;;
colonial_reconquest_cb_setup;Annex $RECIPIENT$, our rebellious colony;;;;;;;;;;;;;
colonial_reconquest_cb_short;Annex $RECIPIENT$;;;;;;;;;;;;;
acquire_any_state;Acquire State;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;
acquire_any_state_desc;Acquire an enemy §Ystate§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;
acquire_any_state_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
acquire_any_state_setup;Acquire $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
conquest_any;Conquest;;;;;;;;;;;;;
conquest_any_desc;Conquer an §Yenemy country§W;;;;;;;;;;;;;
conquest_any_setup;Annex $RECIPIENT$;;;;;;;;;;;;;
conquest_any_short;Annex $RECIPIENT$;;;;;;;;;;;;;
sahel_jihad_cb;Sahel Jihad;Prendre territoire cl?Kernprovinz erwerben;;;;;;;;;;;;
sahel_jihad_cb_desc;Acquire an infidel §Ystate§W;Prendre un §YÉtat§W ennemi o?nous avons des §Yprovinces principales§W;Erobern Sie einen feindlichen §YStaat§W, in dem wir §YKernprovinzen§W haben.;;;;;;;;;;;
sahel_jihad_cb_short;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
sahel_jihad_cb_setup;Acquire $STATE$ from $RECIPIENT$;Prendre État cl?$STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
acquire_all_cores;Acquire All Cores;;;;;;;;;;;;;
acquire_all_cores_short;Acquire all cores from $RECIPIENT$;;;;;;;;;;;;;
acquire_all_cores_setup;Acquire all core provinces from $RECIPIENT$;;;;;;;;;;;;;
acquire_all_cores_desc;Acquire all enemy §Ystates§W where we have §Ycore provinces§W;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_ENG;The $ORDER$Anglo-American War;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_ENG;The $ORDER$Anglo-American War;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_ENG_USA;The $ORDER$Anglo-American War;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_ENG_USA;The $ORDER$Anglo-American War;;;;;;;;;;;;;
AGRESSION_SUCCESSION_WAR_NAME;War of the Spanish Succesion;;;;;;;;;;;;;
dispute_succession_bor;Dispute Spanish Succession;;;;;;;;;;;;;
dispute_succession_aus;Dispute Spanish Succession;;;;;;;;;;;;;
NORMAL_SUCCESSION_WAR_NAME;War of the Spanish Succesion;;;;;;;;;;;;;
dispute_succession_bor_short;Dispute the integrety of the Spanish Crown;;;;;;;;;;;;;
dispute_succession_aus_short;Dispute the integrety of the Spanish Crown;;;;;;;;;;;;;
dispute_succession_bor_desc;Dispute the integrety of the Spanish Crown;;;;;;;;;;;;;
dispute_succession_aus_desc;Dispute the integrety of the Spanish Crown;;;;;;;;;;;;;
annex_india;Conquest for India - Demand State;;;;;;;;;;;;;
annex_india_desc;Force an §Yuncivilized country§W to secede territory to our trade company;;;;;;;;;;;;;
annex_india_setup;Demand that $RECIPIENT$ secede territory to our trade company;;;;;;;;;;;;;
annex_india_short;Demand $STATE$;;;;;;;;;;;;;
annex_india_full;Conquest for India - Annex;;;;;;;;;;;;;
annex_india_full_desc;Force an §Yuncivilized country§W to become a protectorate of our Trade Company;;;;;;;;;;;;;
annex_india_full_setup;Annex $RECIPIENT$ to our trade company;;;;;;;;;;;;;
annex_india_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;
annex_na;Conquest for America - Demand State;;;;;;;;;;;;;
annex_na_desc;Force an §Yuncivilized country§W to secede territory to our trade company;;;;;;;;;;;;;
annex_na_setup;Demand that $RECIPIENT$ secede territory to our trade company;;;;;;;;;;;;;
annex_na_short;Demand $STATE$;;;;;;;;;;;;;
annex_na_full;Conquest for America - Annex;;;;;;;;;;;;;
annex_na_full_desc;Force an §Yuncivilized country§W to become a protectorate of our Trade Company;;;;;;;;;;;;;
annex_na_full_setup;Annex $RECIPIENT$ to our trade company;;;;;;;;;;;;;
annex_na_full_short;Annex $RECIPIENT$;;;;;;;;;;;;;
dismantle_hre;Dismantle Holy Roman Empire;;;;;;;;;;;;;
dismantle_hre_desc;Force the Emperoro to Dismantle the Holy Roman Empire;;;;;;;;;;;;;
dismantle_hre_setup;Force the Emperoro to Dismantle the Holy Roman Empire;;;;;;;;;;;;;
dismantle_hre_short;Dismantle Holy Roman Empire;;;;;;;;;;;;;
HRE_WAR_NAME;$ORDER$ War For The Holy Roman Empire;;;;;;;;;;;;;
take_capital;Take Capital;;;;;;;;;;;;;
take_capital_desc;Take the Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_setup;Take the Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_short;Take the Capital region of a §Ycountry§W;;;;;;;;;;;;;
restore_spanish_empire;Restore Spanish Empire;;;;;;;;;;;;;
restore_spanish_empire_desc;Restore former Spanish imperial possesions in Europe;;;;;;;;;;;;;
restore_spanish_empire_setup;Restore former Spanish imperial possesions in Europe;;;;;;;;;;;;;
restore_spanish_empire_short;Acquire $STATE$;;;;;;;;;;;;;
restore_holy_roman_empire;Restore Imperial Lands;;;;;;;;;;;;;
restore_holy_roman_empire_desc;Take the lands claimed by the Holy Roman Empire;;;;;;;;;;;;;
restore_holy_roman_empire_setup;Take the lands claimed by the Holy Roman Empire;;;;;;;;;;;;;
restore_holy_roman_empire_short;Acquire $STATE$;;;;;;;;;;;;;
AGRESSION_WAR_SPANISH_EMPIRE_NAME;$ORDER$ Spanish Imperial Restoration of $STATE$;;;;;;;;;;;;;
NORMAL_WAR_SPANISH_EMPIRE_NAME;$ORDER$ Spanish Imperial Restoration of $STATE$;;;;;;;;;;;;;
AGRESSION_PL_SUCCESSION_WAR_NAME;War of the Polish Succesion;;;;;;;;;;;;;
NORMAL_PL_SUCCESSION_WAR_NAME;War of the Polish Succesion;;;;;;;;;;;;;
return_plc_saxons_cb;Return Wettin's rule to Poland-Lithuania;;;;;;;;;;;;;
return_plc_saxons_cb_desc;Place an Wettin King on the Polish-Lithuanian throne;;;;;;;;;;;;;
return_plc_saxons_cb_setup;Place an Wettin King on the Polish-Lithuanian throne;;;;;;;;;;;;;
return_plc_saxons_cb_short;Return Wettin's rule to Poland-Lithuania;;;;;;;;;;;;;
protecc_plc_king_cb;Secure Current King's rule;;;;;;;;;;;;;
protecc_plc_king_cb_desc;Secure Current King's position as King of Poland-Lithuania;;;;;;;;;;;;;
protecc_plc_king_cb_setup;Secure Current King's position as King of Poland-Lithuania;;;;;;;;;;;;;
protecc_plc_king_cb_short;Secure Current King's rule;;;;;;;;;;;;;
force_empress_abdication_cb;Force the Ausrian Empress to Abdicate;;;;;;;;;;;;;
force_empress_abdication_cb_desc;Force the Ausrian Empress to Abdicate;;;;;;;;;;;;;
force_empress_abdication_cb_setup;Force the Ausrian Empress to Abdicate;;;;;;;;;;;;;
force_empress_abdication_cb_short;Force the Ausrian Empress to Abdicate;;;;;;;;;;;;;
secure_hre_title_cb;Secure Maria Theresa's Rule over the Holy Romand Empire;;;;;;;;;;;;;
secure_hre_title_cb_desc;Secure Maria Theresa's Rule over the Holy Romand Empire;;;;;;;;;;;;;
secure_hre_title_cb_setup;Secure Maria Theresa's Rule over the Holy Romand Empire;;;;;;;;;;;;;
secure_hre_title_cb_short;Secure Maria Theresa's Rule over the Holy Romand Empire;;;;;;;;;;;;;
AGRESSION_AUS_SUCCESSION_WAR_NAME;War of the Austrian Succession;;;;;;;;;;;;;
NORMAL_AUS_SUCCESSION_WAR_NAME;War of the Austrian Succession;;;;;;;;;;;;;
conquest_tiny;Tiny Conquest;;;;;;;;;;;;;
conquest_tiny_desc;Conquer a nation below 100k pops;;;;;;;;;;;;;
conquest_tiny_setup;Conquer a nation below 100k pops;;;;;;;;;;;;;
conquest_tiny_short;Tiny Conquest;;;;;;;;;;;;;
conquest_tribal;Tribal Conquest;;;;;;;;;;;;;
conquest_tribal_desc;Conquer a neightbouring tribe;;;;;;;;;;;;;
conquest_tribal_setup;Conquer a neightbouring tribe;;;;;;;;;;;;;
conquest_tribal_short;Tribal Conquest;;;;;;;;;;;;;
AGRESSION_WAR_COALITION;The $ORDER$$FIRST$-$SECOND$ Coalition War;;;;;;;;;;;;;
NORMAL_WAR_COALITION;The $ORDER$$FIRST$-$SECOND$ Coalition War;;;;;;;;;;;;;
install_monarchy_make_puppet;Restory Monarchy;;;;;;;;;;;;;
install_monarchy_make_puppet_desc;Restory Monarchy and end the revolution in §Ycountry§W$;;;;;;;;;;;;;
install_monarchy_make_puppet_setup;Restory Monarchy and end the revolution in §Ycountry§W$;;;;;;;;;;;;;
steal_puppet;Take Puppet;;;;;;;;;;;;;
steal_puppet_short;Puppet $THIRD$;;;;;;;;;;;;;
steal_puppet_desc;Take a ?puppet? from a third country and make it our puppet.;;;;;;;;;;;;;
steal_puppet_setup;Take $THIRD$ from $RECIPIENT$.;;;;;;;;;;;;;
install_monarchy_make_puppet_short;Restore Monarchy;;;;;;;;;;;;;
claim_emperorship;Claim The Title of Emperor;;;;;;;;;;;;;
claim_emperorship_short;Claim Emperorship;;;;;;;;;;;;;
claim_emperorship_desc;Claim The Title of Holy Roman Emperor;;;;;;;;;;;;;
claim_emperorship_setup;Claim The Title of Holy Roman Emperor;;;;;;;;;;;;;
install_communist_gov_cb;Spread The Revolution;;;;;;;;;;;;;
install_communist_gov_cb_short;Spread The Revolution;;;;;;;;;;;;;
install_communist_gov_cb_desc;Spread The Revolution §RDeclaring This Gives You 5 Infamy§;;;;;;;;;;;;;
install_communist_gov_cb_setup;Spread The Revolution;;;;;;;;;;;;;
NORMAL_WAR_PARTITION_NAME;The $ORDER$ $FIRST$ Partition War;;;;;;;;;;;;;
AGGRESSION_WAR_PARTITION_NAME;The $ORDER$ $FIRST$ Partition War;;;;;;;;;;;;;
partition_cb;Partition Poland;;;;;;;;;;;;;
partition_cb_short;Acquire $STATE$;;;;;;;;;;;;;
partition_cb_desc;They can't govern, themselves? We'll govern lands for them!;;;;;;;;;;;;;
partition_cb_setup;Partition Poland;;;;;;;;;;;;;
unite_china;Unite China;;;;;;;;;;;;;
unite_china_short;Unite China;;;;;;;;;;;;;
unite_china_desc;Unite the Chinese Empire!;;;;;;;;;;;;;
unite_china_setup;Unite China;;;;;;;;;;;;;
unify_bourbon_empire;Unify The Bourbon Empire!;;;;;;;;;;;;;
unify_bourbon_empire_short;Unify The Bourbon Empire!;;;;;;;;;;;;;
unify_bourbon_empire_desc;Unify The Bourbon Empire!;;;;;;;;;;;;;
NORMAL_WAR_NAME_BOR_AUS;Austrian Succession War;;;;;;;;;;;;;
AGRESSION_WAR_NAME_BOR_AUS;Austrian Succession War;;;;;;;;;;;;;
unify_bourbon_empire_setup;Unify The Bourbon Empire!;;;;;;;;;;;;;
great_war_penalty_cb;Full Military Cost Compensation;;;;;;;;;;;;;
great_war_penalty_cb_short;Full Military Cost Compensation;;;;;;;;;;;;;
great_war_penalty_cb_desc;Full Military Cost Compensation;;;;;;;;;;;;;
